O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology,In Demand
43-5061.00,"Production, Planning, and Expediting Clerks",Adobe InDesign,43232112,Desktop publishing software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Adobe Photoshop,43232102,Graphics or photo imaging software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Aestiva Purchase Order,43231503,Procurement software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Airtable,43232306,Data base user interface and query software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Applied Software Technologies Asset Maintenance and Materials Management System,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Asprova,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Bill of lading software,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Bills of lading software,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Cost estimating software,43231604,Financial analysis software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Creo Synapse Upfront,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Data entry software,43232306,Data base user interface and query software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Database software,43232306,Data base user interface and query software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",DM2 Bills of Lading,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Enterprise Logix,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Epicor Vantage ERP,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",ERP INDUSTRIOS Material Planning,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Exact MAX,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Exact Software Macola ES,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Factory Edge MRP,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",FileMaker Pro,43232306,Data base user interface and query software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Fund accounting software,43231601,Accounting software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Geac MPC Production,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Giraffe Production Systems Giraffe Schedule System,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Google Docs,43232104,Word processing software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Google Drive,43233513,Cloud-based data access and sharing software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Honeywell Wintress PACNet,43232608,Industrial control software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",IBM Notes,43233501,Electronic mail software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",iCode Everest,43231508,Inventory management software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Inetsoft,43232305,Data base reporting software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Ingenious ProPlan,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Ingenious ProSched,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",InteProc Material Requirements Planning,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Interwave Technology RS Bizware Scheduler,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Intuit QuickBooks,43231601,Accounting software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",KAPES,43232605,Analytical or scientific software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Lamar Info Net,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",LSA Visual DBR,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",LSA Visual Easy Lean,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Made2Manage Supply Chain Management,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Maynard PlanStaff Manager,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Medical condition coding software,43232610,Medical software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Medical procedure coding software,43232610,Medical software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",MEDITECH software,43232610,Medical software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Micro Estimating FabPlan,43232605,Analytical or scientific software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Access,43232306,Data base user interface and query software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Dynamics,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Dynamics ERP,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Dynamics GP,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Excel,43232110,Spreadsheet software,Y,Y
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Office software,43231513,Office suite software,Y,Y
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft OneNote,43232104,Word processing software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Outlook,43233501,Electronic mail software,Y,Y
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft PowerPoint,43232106,Presentation software,Y,Y
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Project,43231507,Project management software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Microsoft Word,43232104,Word processing software,Y,Y
43-5061.00,"Production, Planning, and Expediting Clerks",MicroStrategy Report Services,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",MTI Systems Costimator JS,43232605,Analytical or scientific software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",NetSuite ERP,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Niku Clarity,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Oracle Database,43232306,Data base user interface and query software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Oracle Flow Manufacturing,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Oracle JD Edwards EnterpriseOne,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Oracle Manufacturing Scheduling,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Oracle Primavera Enterprise Project Portfolio Management,43231507,Project management software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Oracle Primavera Systems,43231507,Project management software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Pelion manufacturing process optimization MPO software,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Pivotal Z Prestige Scheduler,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",PMC KanbanSIM,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Preactor APS,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Preactor Finite Capacity Scheduling,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Production scheduling and planning software,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",PRONTO Xi,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",QAD Adaptive ERP,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Questek Humanis,43231505,Human resources software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",RSS Solutions NaView,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Rytech Software Small Business Inventory Control,43231508,Inventory management software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Sage 300 Construction and Real Estate,43232306,Data base user interface and query software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Sage MAS 90 ERP,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Sage Peachtree Premium Accounting for Manufacturing,43231601,Accounting software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",SAP Crystal Reports,43232305,Data base reporting software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",SAP software,43231602,Enterprise resource planning ERP software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",Stratford Group INMASS/MRP,43231506,Materials requirements planning logistics and supply chain software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Structured query language SQL,43232306,Data base user interface and query software,Y,N
43-5061.00,"Production, Planning, and Expediting Clerks",SYSPRO business software,43231602,Enterprise resource planning ERP software,N,N
43-5061.00,"Production, Planning, and Expediting Clerks",Waterloo Hydrogeologic TACTIC,43231506,Materials requirements planning logistics and supply chain software,N,N
